"2017-04-30 18:11:45,289",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-04-30 18:50:47,205","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.60,106,1480,1046,1480,1209,370,106
"2017-04-30 18:52:51,423","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.72,151,1480,1012,1480,1181,370,151
"2017-04-30 18:54:53,756","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.98,71,1480,996,1480,1210,370,71
"2017-04-30 18:56:56,393","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.76,108,1480,1061,1480,1217,370,108
"2017-04-30 18:59:01,856","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.09,103,1480,946,1480,1241,370,103
"2017-04-30 19:01:05,748","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.58,136,1480,1022,1480,1243,370,136
"2017-04-30 19:03:06,733","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.28,127,1480,970,1480,1192,370,127
"2017-04-30 18:13:50,200","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.86,116,1480,973,1480,1218,370,116
"2017-04-30 18:15:50,156","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.35,143,1480,999,1480,1232,370,143
"2017-04-30 18:17:52,936","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.44,93,1480,1025,1480,1167,370,93
"2017-04-30 18:19:53,819","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.89,164,1480,991,1480,1175,370,164
"2017-04-30 18:21:56,665","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.26,163,1480,969,1480,1186,370,163
"2017-04-30 18:23:56,003","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.76,73,1480,961,1480,1210,370,73
"2017-04-30 18:25:56,573","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.63,183,1480,998,1480,1167,370,183
"2017-04-30 18:27:56,506","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,10.53,114,1480,1060,1480,1190,370,114
"2017-04-30 18:29:57,398","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.24,151,1480,983,1480,1199,370,151
"2017-04-30 18:31:58,745","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.14,84,1480,987,1480,1246,370,84
"2017-04-30 18:33:59,479","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.25,75,1480,980,1480,1207,370,75
"2017-04-30 18:36:04,920","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.21,165,1480,967,1480,1205,370,165
"2017-04-30 18:38:08,790","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.69,116,1480,1021,1480,1200,370,116
"2017-04-30 18:40:13,746","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.78,172,1480,988,1480,1187,370,172
"2017-04-30 18:42:15,941","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.53,153,1480,1015,1480,1199,370,153
"2017-04-30 18:44:16,919","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.05,151,1480,998,1480,1184,370,151
"2017-04-30 18:46:23,395","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.03,65,1480,1000,1480,1203,370,65
"2017-04-30 18:48:27,157","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.88,111,1480,965,1480,1188,370,111
"2017-04-30 18:50:27,662","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.39,147,1480,1091,1480,1214,370,147
"2017-04-30 18:52:31,845","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.47,118,1480,977,1480,1214,370,118
"2017-04-30 18:54:36,639","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.75,105,1480,1001,1480,1215,370,105
"2017-04-30 18:56:38,498","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.76,110,1480,1001,1480,1185,370,110
"2017-04-30 18:58:43,640","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.62,92,1480,1001,1480,1216,370,92
"2017-04-30 19:00:49,042","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.49,135,1480,1006,1480,1218,370,135
"2017-04-30 19:02:53,991","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.71,148,1480,1023,1480,1215,370,148
"2017-04-30 18:13:48,352","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.17,158,1480,996,1480,1174,370,158
"2017-04-30 18:15:50,074","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.91,130,1480,994,1480,1204,370,130
"2017-04-30 18:17:53,839","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.66,76,1480,1009,1480,1211,370,76
"2017-04-30 18:19:55,787","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.44,151,1480,1008,1480,1197,370,151
"2017-04-30 18:21:56,316","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.34,81,1480,961,1480,1209,370,81
"2017-04-30 18:23:59,753","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.71,104,1480,1003,1480,1242,370,104
"2017-04-30 18:26:05,470","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.12,99,1480,1033,1480,1183,370,99
"2017-04-30 18:28:10,922","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.23,149,1480,1047,1480,1205,370,149
"2017-04-30 18:30:15,059","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.68,117,1480,1019,1480,1213,370,117
"2017-04-30 18:32:21,952","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.06,67,1480,975,1480,1234,370,67
"2017-04-30 18:34:24,135","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.41,73,1480,988,1480,1205,370,73
"2017-04-30 18:36:26,124","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.39,93,1480,963,1480,1234,370,93
"2017-04-30 18:38:29,394","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.42,97,1480,993,1480,1207,370,97
"2017-04-30 18:40:30,233","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.79,76,1480,1019,1480,1199,370,76
"2017-04-30 18:42:33,071","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.11,118,1480,1015,1480,1188,370,118
"2017-04-30 18:44:37,020","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.13,101,1480,1024,1480,1223,370,101
"2017-04-30 18:46:39,593","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.34,88,1480,983,1480,1227,370,88
"2017-04-30 18:48:38,582","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.85,79,1480,1010,1480,1184,370,79
"2017-04-30 18:50:45,491","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.70,137,1480,992,1480,1214,370,137
"2017-04-30 18:52:51,039","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,14.17,103,1480,1049,1480,1195,370,103
"2017-04-30 18:54:54,766","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,11.94,128,1480,984,1480,1181,370,128
"2017-04-30 18:56:56,425","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.04,123,1480,1012,1480,1162,370,123
"2017-04-30 18:59:00,083","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.74,143,1480,1011,1480,1254,370,143
"2017-04-30 19:01:04,465","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,12.36,94,1480,982,1480,1206,370,94
"2017-04-30 19:03:06,030","20,20,20","20,20,20",16,12,12,12,True,LinearRegression,4,13.06,141,1480,982,1480,1213,370,141
"2017-06-06 11:59:26,325","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.34,129,1480,986,1480,1200,370,129
"2017-06-06 12:01:38,166","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.78,88,1480,1003,1480,1227,370,88
"2017-06-06 12:03:51,195","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,12.26,135,1480,993,1480,1200,370,135
"2017-06-06 12:06:06,704","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,14.67,118,1480,1068,1480,1229,370,118
"2017-06-06 12:08:18,764","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.54,95,1480,1015,1480,1209,370,95
"2017-06-06 12:10:29,068","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,11.79,142,1480,1004,1480,1191,370,142
"2017-06-06 12:12:47,823","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,14.69,92,1480,984,1480,1208,370,92
"2017-06-06 12:14:58,154","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,12.43,73,1480,1000,1480,1215,370,73
"2017-06-06 12:17:12,134","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.48,76,1480,995,1480,1237,370,76
"2017-06-06 12:19:27,049","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,11.82,92,1480,1038,1480,1212,370,92
"2017-06-06 12:21:41,957","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,14.10,105,1480,1011,1480,1186,370,105
"2017-06-06 12:23:49,933","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,12.90,86,1480,1044,1480,1215,370,86
"2017-06-06 12:26:03,223","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.45,82,1480,975,1480,1213,370,82
"2017-06-06 12:28:19,296","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.48,89,1480,978,1480,1210,370,89
"2017-06-06 12:30:31,463","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,15.22,105,1480,984,1480,1188,370,105
"2017-06-06 12:32:45,539","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.45,114,1480,987,1480,1203,370,114
"2017-06-06 12:34:58,382","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,15.52,88,1480,957,1480,1190,370,88
"2017-06-06 12:37:11,818","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,14.94,123,1480,1008,1480,1217,370,123
"2017-06-06 12:39:26,785","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.07,101,1480,1021,1480,1207,370,101
"2017-06-06 12:41:41,890","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.08,124,1480,982,1480,1163,370,124
"2017-06-06 12:43:57,632","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,14.96,157,1480,985,1480,1196,370,157
"2017-06-06 12:46:13,443","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,14.56,121,1480,993,1480,1193,370,121
"2017-06-06 12:48:27,867","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.34,119,1480,995,1480,1190,370,119
"2017-06-06 12:50:40,845","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,12.26,123,1480,1021,1480,1191,370,123
"2017-06-06 12:52:51,097","20,20,20","20,20,20","16,16,16",12,12,12,True,LinearRegression,4,13.04,164,1480,1006,1480,1207,370,164
